# User:
# joku8258
# Hostname:
# c3cpu-c15-u1-1.rc.int.colorado.edu
# CPU info:
# Architecture:        x86_64
# CPU op-mode(s):      32-bit, 64-bit
# Byte Order:          Little Endian
# CPU(s):              64
# On-line CPU(s) list: 0-63
# Thread(s) per core:  1
# Core(s) per socket:  64
# Socket(s):           1
# NUMA node(s):        1
# Vendor ID:           AuthenticAMD
# CPU family:          25
# Model:               1
# Model name:          AMD EPYC 7713P 64-Core Processor
# Stepping:            1
# CPU MHz:             2505.904
# Computation started at:
# Tue Feb  6 12:06:53 MST 2024
# git commit: f14e4249c69ec30b53491297049546f3ef1d8a55, branch: master, compiled at: Wed Jan 31 10:48:31 MST 2024
#
# nproc used: 1
#
# Number of orbitals:  17, nalpha:  4, nbeta:  4
# Initial state energy:  -152.063
# Number of Cholesky vectors: 143
#
# block     propTime           eshift          weight             energy          cumulative_energy          walltime         Orbital_Energy
   421     1.052e+02       -1.52543e+02     1.01701e+00      -1.521756156e+02         -1.522529841e+02       7.41e-01          -2.649621851e-02
   422     1.055e+02       -1.51785e+02     9.79301e-01      -1.521824256e+02         -1.522527986e+02       7.43e-01          -3.430850675e-02
   423     1.058e+02       -1.52387e+02     1.00933e+00      -1.521931763e+02         -1.522526375e+02       7.44e-01          -5.924394743e-02
   424     1.060e+02       -1.52230e+02     1.00147e+00      -1.523096248e+02         -1.522527899e+02       7.45e-01          -8.140744933e-02
   425     1.062e+02       -1.52470e+02     1.01301e+00      -1.520984826e+02         -1.522523737e+02       7.47e-01          -2.177507585e-02
   426     1.065e+02       -1.52239e+02     1.00194e+00      -1.525074355e+02         -1.522530524e+02       7.48e-01          -1.428664963e-01
   427     1.068e+02       -1.52384e+02     1.00769e+00      -1.524279309e+02         -1.522535191e+02       7.50e-01          -1.234013630e-01
   428     1.070e+02       -1.52007e+02     9.87889e-01      -1.522106505e+02         -1.522534072e+02       7.51e-01          -1.645381205e-02
   429     1.072e+02       -1.52544e+02     1.01500e+00      -1.524026994e+02         -1.522538065e+02       7.52e-01          -8.655878100e-02
   430     1.075e+02       -1.51982e+02     9.86098e-01      -1.520976015e+02         -1.522534017e+02       7.54e-01          -1.756276599e-02
   431     1.078e+02       -1.52528e+02     1.01420e+00      -1.521780151e+02         -1.522532013e+02       7.55e-01          -4.599871712e-02
   432     1.080e+02       -1.52196e+02     9.97869e-01      -1.522133690e+02         -1.522530974e+02       7.57e-01          -3.047014204e-02
   433     1.082e+02       -1.52439e+02     1.01018e+00      -1.523024591e+02         -1.522532274e+02       7.58e-01          -4.866235971e-02
   434     1.085e+02       -1.52473e+02     1.01159e+00      -1.523768331e+02         -1.522535525e+02       7.60e-01          -6.767238953e-02
   435     1.088e+02       -1.52813e+02     1.02824e+00      -1.530188829e+02         -1.522555934e+02       7.61e-01          -3.330079699e-01
   436     1.090e+02       -1.52694e+02     1.01825e+00      -1.524528980e+02         -1.522561130e+02       7.62e-01          -1.637933795e-01
   437     1.092e+02       -1.52443e+02     1.00491e+00      -1.525020744e+02         -1.522567507e+02       7.64e-01          -1.263055910e-01
   438     1.095e+02       -1.52286e+02     9.96310e-01      -1.522827739e+02         -1.522568174e+02       7.65e-01          -4.631422975e-02
   439     1.098e+02       -1.51880e+02     9.76629e-01      -1.524103643e+02         -1.522572023e+02       7.67e-01          -9.753623260e-02
   440     1.100e+02       -1.52626e+02     1.01346e+00      -1.523158978e+02         -1.522573546e+02       7.68e-01          -7.446082926e-02
   441     1.102e+02       -1.52348e+02     9.99708e-01      -1.522362578e+02         -1.522573008e+02       7.76e-01          -7.176405690e-02
   442     1.105e+02       -1.52080e+02     9.86982e-01      -1.522031752e+02         -1.522571647e+02       7.78e-01          -4.161780865e-02
   443     1.108e+02       -1.51927e+02     9.80151e-01      -1.521494011e+02         -1.522568963e+02       7.79e-01          -2.576561112e-02
   444     1.110e+02       -1.51840e+02     9.76735e-01      -1.521500448e+02         -1.522566318e+02       7.80e-01          -1.455627096e-02
   445     1.112e+02       -1.52038e+02     9.87249e-01      -1.520828543e+02         -1.522561981e+02       7.82e-01          -6.968672278e-03
   446     1.115e+02       -1.52360e+02     1.00436e+00      -1.521304396e+02         -1.522558795e+02       7.83e-01          -2.185088535e-02
   447     1.118e+02       -1.52162e+02     9.95141e-01      -1.522226353e+02         -1.522557963e+02       7.85e-01          -5.507075098e-02
   448     1.120e+02       -1.51572e+02     9.66415e-01      -1.521720931e+02         -1.522555933e+02       7.86e-01          -2.872099859e-02
   449     1.122e+02       -1.51993e+02     9.87398e-01      -1.522336496e+02         -1.522555391e+02       7.88e-01          -6.322298444e-02
   450     1.125e+02       -1.52124e+02     9.93944e-01      -1.524082727e+02         -1.522559182e+02       7.89e-01          -1.035078397e-01
   451     1.128e+02       -1.52547e+02     1.01436e+00      -1.521595828e+02         -1.522556748e+02       7.90e-01          -2.019213569e-02
   452     1.130e+02       -1.52429e+02     1.00892e+00      -1.520774256e+02         -1.522552280e+02       7.92e-01          -7.223195244e-03
   453     1.132e+02       -1.52093e+02     9.92943e-01      -1.521918110e+02         -1.522550719e+02       7.93e-01          -5.362720777e-02
   454     1.135e+02       -1.52100e+02     9.93496e-01      -1.521711865e+02         -1.522548659e+02       7.95e-01          -4.254384143e-02
   455     1.138e+02       -1.52011e+02     9.89405e-01      -1.522512481e+02         -1.522548571e+02       7.96e-01          -6.303382639e-02
   456     1.140e+02       -1.52459e+02     1.01169e+00      -1.522547896e+02         -1.522548569e+02       7.98e-01          -5.276967079e-02
   457     1.142e+02       -1.52198e+02     9.98401e-01      -1.521389289e+02         -1.522545729e+02       7.99e-01          -2.953274721e-02
   458     1.145e+02       -1.51945e+02     9.86334e-01      -1.522809370e+02         -1.522546365e+02       8.01e-01          -4.758291751e-02
   459     1.148e+02       -1.52325e+02     1.00492e+00      -1.522574488e+02         -1.522546434e+02       8.02e-01          -3.723347564e-02
   460     1.150e+02       -1.52198e+02     9.98397e-01      -1.521000123e+02         -1.522542673e+02       8.03e-01          -1.055290857e-02
   461     1.152e+02       -1.52359e+02     1.00715e+00      -1.521800227e+02         -1.522540856e+02       8.12e-01          -2.463918273e-02
   462     1.155e+02       -1.51784e+02     9.78777e-01      -1.521856205e+02         -1.522539231e+02       8.13e-01          -2.998245823e-02
   463     1.158e+02       -1.52292e+02     1.00409e+00      -1.522320942e+02         -1.522538701e+02       8.14e-01          -4.153962170e-02
   464     1.160e+02       -1.52590e+02     1.01905e+00      -1.525761518e+02         -1.522546625e+02       8.16e-01          -8.904019522e-02
   465     1.162e+02       -1.52038e+02     9.89504e-01      -1.522743694e+02         -1.522547094e+02       8.17e-01          -4.978129382e-02
   466     1.165e+02       -1.52344e+02     1.00462e+00      -1.522186383e+02         -1.522546224e+02       8.19e-01          -4.057820506e-02
   467     1.168e+02       -1.51860e+02     9.80756e-01      -1.520760473e+02         -1.522542029e+02       8.20e-01          -5.358174076e-03
   468     1.170e+02       -1.51835e+02     9.80393e-01      -1.521809431e+02         -1.522540312e+02       8.22e-01          -3.613520144e-02
   469     1.172e+02       -1.52262e+02     1.00178e+00      -1.522175168e+02         -1.522539440e+02       8.23e-01          -6.080659236e-02
   470     1.175e+02       -1.51564e+02     9.67505e-01      -1.521535059e+02         -1.522537129e+02       8.24e-01          9.840286525e-04
   471     1.178e+02       -1.52387e+02     1.00851e+00      -1.521718656e+02         -1.522535170e+02       8.26e-01          -3.690608719e-05
   472     1.180e+02       -1.52640e+02     1.02154e+00      -1.526988268e+02         -1.522545938e+02       8.27e-01          -1.175071201e-01
   473     1.182e+02       -1.52187e+02     9.96265e-01      -1.522378316e+02         -1.522545544e+02       8.29e-01          -3.890162112e-02
   474     1.185e+02       -1.53164e+02     1.04627e+00      -1.530734111e+02         -1.522565727e+02       8.30e-01          -2.381271009e-01
   475     1.188e+02       -1.52540e+02     1.01002e+00      -1.521792136e+02         -1.522563891e+02       8.32e-01          -4.810762130e-02
   476     1.190e+02       -1.52434e+02     1.00550e+00      -1.525861134e+02         -1.522571664e+02       8.33e-01          -1.574631468e-01
   477     1.192e+02       -1.52270e+02     9.95985e-01      -1.523180874e+02         -1.522573083e+02       8.34e-01          -5.841042749e-02
   478     1.195e+02       -1.52580e+02     1.01171e+00      -1.522799502e+02         -1.522573618e+02       8.36e-01          -5.627242966e-02
   479     1.198e+02       -1.52309e+02     9.98426e-01      -1.522308774e+02         -1.522573002e+02       8.37e-01          -5.007603763e-02
   480     1.200e+02       -1.51834e+02     9.75496e-01      -1.521377370e+02         -1.522570293e+02       8.39e-01          -1.105882563e-02
   481     1.202e+02       -1.51771e+02     9.73380e-01      -1.521282192e+02         -1.522567387e+02       8.47e-01          -1.220712339e-02
   482     1.205e+02       -1.52423e+02     1.00657e+00      -1.520916308e+02         -1.522563544e+02       8.48e-01          -7.355888954e-03
   483     1.208e+02       -1.52185e+02     9.95624e-01      -1.521295092e+02         -1.522560630e+02       8.50e-01          -1.580822366e-02
   484     1.210e+02       -1.52168e+02     9.95530e-01      -1.521880182e+02         -1.522559071e+02       8.51e-01          -1.872954510e-02
   485     1.212e+02       -1.51681e+02     9.71896e-01      -1.521978141e+02         -1.522557775e+02       8.53e-01          -4.000305791e-02
   486     1.215e+02       -1.52019e+02     9.88737e-01      -1.522874204e+02         -1.522558491e+02       8.54e-01          -6.432393437e-02
   487     1.218e+02       -1.52564e+02     1.01584e+00      -1.532305870e+02         -1.522581127e+02       8.55e-01          -3.582247352e-01
   488     1.220e+02       -1.52254e+02     9.95306e-01      -1.523154667e+02         -1.522582429e+02       8.57e-01          -6.980439200e-02
   489     1.222e+02       -1.52837e+02     1.02490e+00      -1.525609553e+02         -1.522589489e+02       8.58e-01          -1.662210813e-01
   490     1.225e+02       -1.52552e+02     1.00934e+00      -1.521127295e+02         -1.522586139e+02       8.60e-01          -1.880436374e-02
   491     1.228e+02       -1.52311e+02     9.98509e-01      -1.521506908e+02         -1.522583698e+02       8.61e-01          -1.749548655e-02
   492     1.230e+02       -1.52744e+02     1.02133e+00      -1.522124461e+02         -1.522582638e+02       8.63e-01          -4.167452077e-02
   493     1.232e+02       -1.52516e+02     1.01029e+00      -1.521581952e+02         -1.522580358e+02       8.64e-01          -3.832410587e-02
   494     1.235e+02       -1.52431e+02     1.00677e+00      -1.522509589e+02         -1.522580198e+02       8.65e-01          -4.516247882e-02
   495     1.238e+02       -1.51903e+02     9.80794e-01      -1.521507608e+02         -1.522577836e+02       8.67e-01          -4.520596242e-03
   496     1.240e+02       -1.52561e+02     1.01432e+00      -1.522290413e+02         -1.522577183e+02       8.68e-01          -3.046134149e-02
   497     1.242e+02       -1.52071e+02     9.89985e-01      -1.521417572e+02         -1.522574618e+02       8.70e-01          -1.355757952e-02
   498     1.245e+02       -1.51791e+02     9.76868e-01      -1.521476285e+02         -1.522572225e+02       8.71e-01          -3.088473559e-02
   499     1.248e+02       -1.52021e+02     9.88689e-01      -1.520654316e+02         -1.522568007e+02       8.73e-01          9.531807918e-04
#
# Total propagation time:  0.6767 s
#    VHS Time: 0.249586 s
#    Matmul Time: 0.185038 s
#    Force bias Time: 0.203434 s
# Energy evaluation time:  0.0311201 s
#
# Number of large deviations:  0
